label,cleaned_tweet
Demografi,anies sudah menyebar kebohongan massif statement anies tersebut kebohongan yang sangat bengis dan jahat sengaja mau menebar hoax hanya untuk sekedar menjatuhkan pak prabowo tidak ada anggaran kemhan sebesar triliun hanya untuk alutsista bekas seperti omon omon alias bohong anies tersebut anggaran kemhan tahun saja sekitar triliunan digunakan untuk kesejahteraan prajurit rumah dinas pendidikan rumah sakit tentara dll triliunan nya di gunakan untuk belanja alutsista nah klo sepanjang sd maka anggaran kemhan itu sebesar triliun dan itu digunakan untuk belanja prajurit rumah kesejahteraan pemeliharaan alutsista dll untuk alutsista ya sekitar persen sd persen sebesar triliunan sepanjang sd jadi terang anies berbohong dan mengarang hanya demi menjatuhkan pak prabowo klarifikasi kebohongan anies di debat itu tidak ada artinya karena kebohongan anies itu telah menyebar keseluruh indonesia dan dia lakukan kebohongan itu dengan sengaja dan jahat dan sebagian masyarakat sudah ada yang percaya dengan kebohongan dia prabowo gibran prabowogibran aniesbaswedan debatcapres indonesiamaju bersamaindonesiamaju mendingprabowo terusmajubersamaprabowo
Ideologi,curcol buat anies baswedan orang papua rawat persatuan dan kebhinekaan warga papua curhat ke anies baswedan mereka tdk mau disebut separatis krn warga papua sdh merawat persatuan dan kebhinekaan 
Pertahanan dan Keamanan,satu satunya hilirisasi yang paling mungkin dijalankan prabowo gibran ketika berkuasa adalah hilirisasi kkn mereka sangat memenuhi semua prasyarat untuk melancarkannya maka dari itu coblos mereka jika kalian ingin keamburadulan total rejim jokowi lanjut ke part tiga aayaa
Sosial Budaya,anies kehilangan otoritas bicara etika pada debat ini belum bicara rekam jejak ya pada debat ini saja setidaknya ada hal dia melakukan kebohongan publik demi menjatuhkan rival politik berbohong terkait belanja alutsista bekas triliun menyebut tidak ada yang rahasia dalam pertahanan ini berbahaya seolah mau menggadaikan keselamatan dan kedaulatan indonesia kemudian omon omon terkait diplomasi internasional pak prabowo ingin datang dan hadir di forum internasional dengan memulai memperbaiki kekuatan domestik pertahanan kuat ekonomi sejahtera budaya kaya maka proses diplomasi kita akan bermartabat karena datang dengan teladan berbeda mas anies datang berdiplomasi dengan modal omon omon ini bak cowok yang gombal ke cewek akan bahwa dia pintar punya kekayaan dan bisa membantu mensejahterakan tapi faktanya bokek dan berbohong ya gak ada yg hormat dan mau dengar kita di dunia internasional bila begitu 
Ideologi,aaya ganjar mahfud hebat dulujokowisekarangganjar demokrasi dan toleransi antar umat beragama akan dijunjung tinggi aayaa ganjar mahfud hebat
Ekonomi,anggaran belanja kemenhan justru fantastis selama prabowo jadi menhan jauh lbh besar dari sebelum pengaruh pandemi hampir tdk ada bagi anggaran belanja kemenhan aayaa
Demografi,jaminan anies akan merangkul semua pihak jika menang liat rekam jejaknya saat beliau menjadi gubernur kpuberjamaahjegalanies kpuberjamaahjegalanies
Politik,berhentilah membuat narasi seakan bersatunya jokowi prabowo yg dilanjutkan dg bangun dinasti kekuasaan adalah solusi terbaik bangsa justru bisa sebaliknya nasakom dulu juga dipuji sbg alasan persatuan ternyata bersatu utk hancurkan bangsa 
Sosial Budaya,itu pak prabowo punya jejak digital pelanggaran ham
Sumber Daya Alam,terkait ajakan prabowo bahas anggaran pertahanan anies pembahasan uang rakyat harus di depan rakyat ada hal teknis yg bersifat rahasia misalnya terkait alat ini alat itu ttp kalau terkait anggaran hrs diceritakan di depan rakyat secara terbuka 
Demografi,prabowo fokus pada peningkatan keterampilan tenaga kerja indonesia indonesiakuatindonesiamaju
Sumber Daya Alam,aayaa ganjar pranowo gubernur yang tidak hanya sukses kepemimpinan tapi juga memiliki sisi kemanusiaan yang begitu menghangatkan ganjar mahfud hebat nazarpemilu
Ekonomi, lebih dr separo tni kita tdk punya rumah bapak sudah jadi menhan tahun dan sekarang mengatakan saya akan tingkatkan kesejahteraan tni mestinya tunjukkan buktinya apa yg sudah bapak lakukan anies debat pilpres januari cetaaaarrrr desakaniesdesakprabowo
Politik,kurasa sekarang pr besar anies adalah ga males malesan menjawab bahwa dia bukan bagian dr kelompok yg memainkan isu sara pr besar kita adalah berenti ngomongin isu toleransi di ruang ruang ber ac hotel hotel mewah karna intoleransi justru lahir dr ketimpangan yg ga terjawab
Pertahanan dan Keamanan,prabowo tamat jokowi tidak akan selamat
Sosial Budaya,wkakakakaka kalian ngepost ini tapi prabowo di kpk bilang korupsi karena pejabat gajinya rendah wakakakak malah dia mau naikin gaji pejabat wakakakaka anti tesa prabowo banget kalian
Sosial Budaya,pertumbuhan ekonomi yang berkeadilan akan menjadi fokus utama ganjar mahfud happy new year
Ideologi,oposisicerdas rate debat capres perdana akademisi aa ganjar minus danaa tak nyambung oposisicerdas ganjar mahfud hebat debatcapres
Geografi,heboh wni di malaysia dipersulit nyoblos jika tidak pilih ganjar mahfud di pemilu
Geografi,ganjar mahfud akan memastikan bahwa semua orang merasakan manfaat dari pertumbuhan ekonomi yang adil happy new year
Ekonomi,patut diapresiasi apa yg diajarkan anies condisi ekonomi yg tdk setara dlm masyarakat efek korupsi yg terjadi harus nya kita masyarakat makmur
Sosial Budaya,menteri bumn erick thohir menitipkan tanggung jawab besar menjaga persatuan bangsa indonesia kepada calon presiden nomor urut prabowo subianto patriotprabowo prabowosangperekat prabowosatria
Sumber Daya Alam,ganjar mahfud sikat korupsi tanya jawab capres dalam kpk menjawab soal bagaimana memberantas korupsi di negeri ini berawal dari komitmen pemimpin berdasarkan rekam jejak berlanjut pada penegakan hukum dan penguatan lembaganya maka pemberantasan korupsi akan berjalan selaras dengan pertumbuhan ekonomi 
Ekonomi,teruslah berjuang bersama ganjar mahfud aayaay tetaplah semangat dan jangan pernah takut duka mendalam untuk relawan di sleman dan boyolali kita lanjutkan kawal demokrasi 
Sumber Daya Alam,rt anies tambah pusing wkwkwk padahal di visi misi amin udah secara gamblang menyebutkan pertahanan negara fokusnya memproyeksikan kekuatan di regional dan internasional eh yg keluar dari mulut malah beda wkwkwk
Pertahanan dan Keamanan,program pasangan capres cawapres ganjar pranowo dan mahfud md dorong pertumbuhan ekonomi yang merata di setiap desa jnk ganjarpranowopilihanumat
Ekonomi,ketika kritik prabowo pendukung tdk dia apalagi sampai body shaming ketika survei menunjukkan kenaikan pendukung prabowo gibran tdk denial menuduh dgn sebutan sure pay bersyukur kita sudah berada di tempat yg tepat dan adem 
Geografi,regulasi platform digital yang berkeadilan dari ganjar mahfud bikin kita lebih kuat lebih mampu bersaing semoga indonesia makin jadi pemain utama di kancah ekonomi digital global happy new year
Geografi,komitmen mas anies dan gus imin memberantas korupsi bukan karena jelang pilpres tetapi karena itu janji demokrasi yang harus dituntaskan aayaaaayaa aminajadulu
Ideologi,pasangan duet capres cawapres ganjar pranowo dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk jnk ganjarmahfudrebound ganjarpranowopilihanumat
Sumber Daya Alam,rt palestina di tindas karena gk punya kekuatan militer palestina lemah sy ksh buku ini mau biar anda paham vatikan gk punya kekuatan militer tp ada yg berani tindas gk analogi bukan kekuatan militer pak palestina gk lemah dan gk pernah lemah mereka dilemahkan oleh sistem kampret yang di mana pbb sampai skrg diam terjadi genosida pelanggaran ham berat yang berani nuntut mereka di den haag hanya afrika selatan 
Sosial Budaya,momen ganjar balas anies soal ekspor budaya ri banggakan rich brian dan niki
Demografi,masalah utama dari anies bukan hanya dari aniesnya dia cuma intelektual muslim liberal biasa masalah utamanya sejak awal adalah yg ada dibelakang layar dan biasa yg jadi pendukungnya di lapangan dan di medsos hal yg sama you prabowo tambah hamaaya
Sumber Daya Alam,udah jadi macem macem pak sama pak anies itu pun masih di caci maki sama kalian ga bisa kerja lah lah lu enak banget ngomong ga cukup kerja aja blm prestasi ga punya jadi gubernur menang lontre ga malu tah ngomong kayagitu 
Pertahanan dan Keamanan,program pasangan capres cawapres ganjar pranowo dan mahfud md solusi jitu buat dorong pertumbuhan ekonomi desa jnk ganjarpranowopilihanumat
Pertahanan dan Keamanan,gimana pun jika dalam diri seseorang itu memiliki aura positif orang tidak akan segan berada di sekelilingnya lihat nih ganjar pranowo disambut petani dengan suka cita tanpa sekat di blora des by the way ganjar berkomitmen menghapuskan miliar hutang macet petani di bank pemerintah kalau tidak memikirkan kesejahteraan dan atau meringankan beban rakyat mana lah mungkin akan memutihkan utang mereka ganjarmahfudpilihanrealistis
Geografi,inspiratif pasangan capres cawapres ganjar pranowo mahfud md buka peluang bisnis lokal dengan kredit untuk koprasi dan umkm sukses terus pengusaha kecil nct wish jnk ganjarmahfudrebound ganjarpranowopilihanumat
Geografi,harapan tinggi untuk ganjar mahfud semoga dengan alokasi anggaran besar untuk koperasi dan umkm bisa membawa keberkahan bagi pengusaha kecil di indonesia happy new year
Ideologi,aayaza kebersamaan keluarga ganjar pranowo menciptakan suasana yang positif untuk pemerintahan yang inklusif ganjar mahfud hebat nazarpemilu
Geografi,keluarga bung hatta turun gunung bantu ganjar mahfud ini kejadian yg tidak biasa sepanjang perjalanan bangsa mungkin keluarga bung hatta mencium aroma busuk demokrasi kita asalbukanprabowo asalbukanprabowogibran
Demografi,pasangan duet capres cawapres ganjar pranowo mahfud md inspirasi para pelaku umkm kredit jadi langkah cerdas sukses terus teman teman jnk ganjarmahfudrebound ganjarpranowopilihanumat
Demografi,kualitas pendidikan dan fasilitas kesehatan harus bisa dirasakan oleh setiap masyarakat tanpa terkecuali amin bertekad agar kesejahteraan dapat dirasakan oleh seluruh masyarakat indonesia ingat tanggal februari nanti pilih anies baswedan muhaimin iskandar untuk kesejahteraan yang merata di seluruh indonesia aminajadulu
Ekonomi,usai debat prabowo ungkap kekecewaan terhadap anies dan ganjar
Ideologi,aayaa ganjar pranowo pemimpin yang tidak hanya duduk di kursi tapi juga turun ke panggung menunjukkan kepedulian terhadap seni dan budaya ganjar mahfud hebat nazarpemilu
Sosial Budaya,ternyata pemahaman dan penguasaan pak ganjar tentang hankam dan politik luar negri kita begitu luas dan mendalam respek dan salut 
Sumber Daya Alam,tni siap menanggung biaya pengobatan relawan ganjar mahfud yang dianiaya oknum kompi yonif raider
Ideologi,padahal bsip kalteng udah ngasih warning lahan gunung mas tidak bisa ditanam singkong kenapa masih dilakuin malah diganti jagung dan itupun pakai polybag yang pasti tanah polybag beda dengan tanah hutan tsb 
Ekonomi,kalo nanti prabowo menilai soal toleransi dan polusi ke anis nilainya kalo nanti prabowo menilai pildun batal dan wadas nilainya well yg berhak menilai bukan capres yg berhak menilai itu lembaga dan otoritas yg independent mas acho kebelet benci ya gini aaya aa
Pertahanan dan Keamanan,capres no urut capres ganjar pranowo punya strategi keren enggak cuma melanjutkan tapi juga menambah dan memperbaiki program pemerintah era sebelumnya jnk ganjarmahfudrebound ganjarpranowopilihanumat
Pertahanan dan Keamanan,program program capres no urut capres ganjar pranowo enggak cuma berlanjut tapi juga ditambah dan disempurnakan dari program pemerintah era sebelumnya jnk ganjarmahfudrebound ganjarpranowopilihanumat
Ekonomi,kontrak terbuka ganjar pranowo adalah undangan untuk kita semua ikut ambil bagian dalam menciptakan kedaulatan pangan jnk ganjarmahfudrebound ganjarpranowopilihanumat
Pertahanan dan Keamanan,rt kwik kian gie dua pesawat perang amerika pernah masuk ke wilayah nkri dan kita tidak bisa buat apa apa prabowo betul pertahanan kita sudah lama tak berdaulat kardusdurengorenganpolitik gibran gengpastipasti
Sumber Daya Alam, seluruh yang tumpang tindih dari sisi regulasi satu perlu harmonisasi dua perlu sinkronisasi dan pada tingkat tidak ada keputusan maka pemimpin tertinggi harus berani ambil keputusan itu ganjar pranowo debatcapres
Pertahanan dan Keamanan,tkn sebut pdi panik karena jokowi mulai terang terangan dukung prabowo gibran
Geografi,katalog pemerintah bukan hanya sebagai sistem tapi jalan emas buat umkm ganjar mahfud memang inovatif happy new year
Demografi,sreng sreng sreng untung tdk dibahas lawan anies terlalu baik hati ketika anies menyerang kelemahan paslon lain paslon lain malah tdk menyerang kelemahan anies no dan berhati mulia
Ideologi,mau edukasi gimana pun susah tau contohnya cowo aku he knows how bad is tapi katanya ga masalah kalo dia jadi presiden dia malah ga suka anies karena ga suka sama etikanya anies ceunah ga ngerti etika yang manaaaya
Sumber Daya Alam,anies bandingkan kekayaan pribadi dgn kesejahteraan prajurit itu keliru prabowo emang udah kaya sebelum jadi menhan kok debatcapres debatpilpres
Politik,takut dicekal masyarakat caleg demokrat tak pasang gambar prabowo gibran 
Demografi,dengan sangat tulus menteri bumn erick thohir titip pesan untuk menhan prabowo subianto untuk tetap menjaga toleransi umat beragama di indonesia solutifkebanggaanindonesia
Pertahanan dan Keamanan,program pasangan capres cawapres ganjar pranowo dan mahfud md solusi jitu buat dorong pertumbuhan ekonomi desa jnk ganjarpranowopilihanumat
Pertahanan dan Keamanan,solusi cegah korupsi prabroro gib naikin gaji pejabat dan jamin kualitas hidup mereka aaya solusi cegah korupsi ganjar mahfud miskinkan dan taruh di nusakambangan jadi pas debat kmren bilang mau naikin pajak itu supaya nanti bisa naikin gaji para pejabat yang akan jadi calon koruptor baru begitu ya aayaa makin yakin pilih aayaay
Ekonomi,bener asik sebab pastiinpbowo gbranpasti mendorong penggunaan teknis yg hemat air pada wilayah pertanian serta industri masgbran kamiadadisini
Politik,kalau di hitung secara matematika harusnya pendapatan daerah akan naik signifikan dikarenakan pajak baliho dan reklame para calegaa ganjar mahfud hebat internet gratis
Sosial Budaya,harus dimaklumi paslon dan tidak memahami pertahanan negara di lapangan terbukti pendukung dan di dpr ri mendukung anggaran pembelian alutsista prabowo paling realistis paslon masih saja merasa maha benar dg ketidak tahuannya
Ekonomi,perlindungan ham adalah tugas krusial dalam setiap kebijakan pemerintahan indonesiasentris anakmudaindonesiaemas prabowo gibran memprioritaskannya indonesiasentris anakmudaindonesiaemas menangseputaran
Geografi,hari terpilih amin marsda purn supomo anies baswedan susun roadmad kedaulatan siber nasional
Pertahanan dan Keamanan,yang dari hati akan diterima hati anies beneran peduli pada kesejahteraan tni polri jelang lengser anies baswedan hibahkan unit rusun senilai ke polri berita oktober desakaniesdesakprabowo desakaniesdesakprabowo
Ideologi,anies ingin kembalikan wibawa indonesia lewat diplomasi aktif
Sosial Budaya,viral bansos dipakai menangi pilpres dapat beras dan minyak asal teken kontrak coblos prabowo gibran
Politik,ppatk temukan transaksi janggal pilpres ganjar pranowo capres no urut buka suara terkait dengan transaksi janggal tersebut ganjar meminta kepada untuk melanjutkan temuan transaksi tersebut apabila dana tersebut terindikasi pelanggaran ke ranah pidana bisa langsung dilakukan penindakan oleh aparat hukum tertib hukum dan konstitusi adalah koentji syarat mutlak sorang pemimpin aayaay dukung ppatk berantas tuntas korupsi dan tppu 
