text,label,aspek
media dibungkam sosial media dibatasi selamat datang pembungkaman setelah gaji karyawan akan dipotong tapera pajak naik harga sembako semua naik drastis belum lagi beai cukai biaya sekolah kuliah mahal hutang tembus triliun,negative,
udah punya rumah ngapain ikut tapera rezim bajitol gregettt,negative,
dengan gaji misal setahun juta tahun bpjs jp bpjs kesehatan tapera total jadi uang yang kita dapatkan dipotong oleh negara sekitar,negative,
pang rabutuh tapera butuhe emperan,negative,
mahfud menilai pemerintahan presiden jokowi sebaiknya mempertimbangkan suara publik alih alih mewajibkan tapera yang sosialisasi dan kepemilikan akan perumahan yang dijamin untuk pesertanya belum jelas,neutral,
bayar pake tapera lagi saiki tak kasih panjer nya dulu bisa,neutral,
berita tahun belike kasus korupsi dana tapera,neutral,
kol influenza mulai bermain giring opini dua ekstrim pilih kpr atau pilih tapera nantinya bisa muncul ke permukaan dan di sini win win solution buat negara kas tetep bisa masuk di kedua jalur kenapa sampai digalakan lagi wacana ini,negative,
kata lucu buzzer tapera,neutral,
itu juga ikut di potong tapera gak ya,neutral,
gak ada sosialisasi tiba tiba muncul potongan tapera yang gak jelas fungsinya,negative,
jiwasraya sama asabri nnt mau bikin tapera tambah lagi ladang baru,neutral,
dan selama menabung tahun itu tinggal dimana masih penasaran dgn tukang hitung tapera ini hingga bisa jadi pp pemerintah kl mau bantu ya dimuka kasih rumahnya dulu baru dicicil lewat tapera coba nutup gak yg butuh ambil yg ga butuh biarkan saja,negative,
jadi gini spekulasi tapera itu iuran buat beliin org rumah semacam iuran dan kalo kita sendiri yang beli rumah bakal di beliin cash sama tapera nya ke developer dan kita bayar nya ke tapera dengan bunga yg lebih kecil daripada bank dan ttp bayar iuran tapera dan baru,neutral,
hadeh duit lagi duit lagi terus per berarti gue kudu perpanjang sim tapera aja baru masuk ini lagi ada aja,negative,
lha ya klo nanti tapera dikorupsi gmana tuh,negative,
weleh ngibul asabri saja yang menaungi para penjaga negara saja ditilep jiwasraya lah apalagi ini tapera waduh yakin mas,negative,
tapera tersier,neutral,
suko suko am ndak nabung apo idak nabung nyo utk rumah apo idak what mess tapera,negative,
cie yg ga sabar buka buku tapera jgn lupa minta yg platinum biar sekalian,neutral,
ketimbang buat mall berpotensi sepi pengunjung lebih enak dipakai rusun pt pos indonesia bisa bekerjasama dengan bp tapera memanfaatkan uang tapera untuk membangun rusun unit rusunnya dijual dengan skema ringan ke peserta tapera yang mbr,positive,
boleh tp janlup dipotong ppn dan tapera yh,neutral,
ukt ditunda tapera dikaji ulang ga ada yg batal ya,neutral,
juta kecil gasi buat beliau emang tapera keputusan beliau ya let us see dulu kalo gue,neutral,
pt pos mungkin nanti bisa kolab sama bp tapera karena bp tapera bakal punya dana segar melimpah bisa dibuat rusun untuk anggota tapera yg mbr bisa mendapatkan rusun tersebut dengan mudah dan ringan,positive,
lebh tepat nya calon koruptor dg adanya tapera kya gni semakin besar peluang ladang buat korupsi,negative,
gangerti ngomong you masalah tapera tapi ditanya gangerti,negative,
ayo tebak tebakan manajer hedge fund nya tapera siapa,neutral,
anjirlah iuran tapera tahun bisa buat beli motor cash,neutral,
wujud asli rumah tapera,neutral,
ajg tahun diembat tapera dapet studio aja kaga saaattt,negative,
itu tapera udah mati suri lalu ketika rezim ini mau mengeksekusinya ente nyebokin rezim ini dengan nunjuk ke sana sini itu tapera kalau gak dieksekusi gak jd masalah lu jg gak perlu nyebokin rezim ini ck,negative,
udah dipotong pajak asuransi terus skrng gaji gua dipotong lg tiap bulan masalahnya ini buat apa iuran tapera iuran itu artinya bukan sumbangan ikhlas ya tp gua ga ikhlas gaji gua dipotong teruuusss anjiiirrrr,negative,
eh bangsat isu tapera cuma buat nutup isu biar ketum lo bisa nyalon doang ngehe,negative,
tapera jadi solusi dorong masyarakat bisa miliki rumah pertamanya,neutral,
duit masuk kantong pasti berpihak giliran duit berhenti bahkan terancam tapera langsung sok paling kritis,negative,
tapera lebih gede bgt dari anjingg anjingg,positive,
produk tapera ternyata hanya bisa diakses dengan syarat punya gaji maksimal,neutral,
coba deh mbak baca kronologi yg sebenarnya ttg tapera di akun anda nanti akn jelas ttg awal mulanya ada tapera lengkap di sana info ttg tapera awal mulanya inisiatornya partai apa itu awal mula usulan tapera zaman sby,neutral,
gaji pekerja dipotong iuran tapera gaji komisioner bp tapera capai rp juta per bulan,neutral,
temen gw bagian ngejelasin soal tapera di sw katanya itu program positif yg bagus buat tabungan masa depan kocak berasa jubir kali ye,positive,
bisa digunakan untuk beli rumah para pejabat termasuk menteri dan pengurus tapera,neutral,
yg bisa membatalkan uu hanya yg mengeluarkan atau dalam artian dpr bersama presiden tp pencabutan batak jg harus dg uu lain sedangkan tapera ini sejak awal usulan inisiatif dpr termasuk pks dan pdip,neutral,
gaji juta di potong tapera adalah potongan per bulan harga rumah juta jika tanpa mekanisme bunga di butuhkan waktu tahun utk punya rumah padahal usia harapan hidup hanya sampai th belum kena imbas kenaikan harga tanah inflasi dll,negative,
tapera itu merk radio taon an ncu gkgkgk,neutral,
art gw ada supir satu mereka main medsos instagram tiktok facebook gak mikirin ukt tapera dll memang model yg begini sih yg buat rezim ini tenang kerjaan mereka cuman di medsos dan update info tempat wisata bagus ke aku,positive,
yaallah semoga mas albar diberikan ketabahan dari aturan tapera yg baru huhu pdhl dia udh lama bgt ngejar bumn tapi pas udh dapet kena ginian,negative,
pekerja dari kalangan berlumpur mau berharap apa pake bpjs kesehatan ngantri dipelototin satpam disinisin perawat saldo bpjs naker kudu dipecat dulu baru bisa ambil sekarang upah mo dipotong tapera lo reinkarnasi juga kagak bakal pny rumah dr,negative,
tapera tabungan pemerintah dari rakyat,neutral,
kalo tapera udah diterapin mungkin udah jarang ngeliat orang make salomon tiap ke coffee shop kali yak,positive,
karna dana haji tidak bisa digunakan oleh negara maka pemerintah punya akal bagaimana menggunakan uang rakyat tanpa banyak protes yaitu dg cara tapera,neutral,
penggodokan tapera diduga tak libatkan pekerja,neutral,
setelah bpjs diwajibkan untuk syarat berbagai administrasi seperti buat sim jual beli tanah skck dll kedepannya wajib punya tapera buat ajukan kpr wkwkkwk,neutral,
konon katanya kalo gaji umr dan tahun depan mau ikut program tapera udah bisa dapet rumah yang tipe kaya gini alhamdulillah tetap bersyukur,positive,
baru aja baca yg sejenis tapera udah nabung lebih tapi cairnya gimana tuh rumah apa yg jt an,neutral,
itukan katanya bukan faktanya inisiator uu tapera itu pks tapi usulan itu bukan dari pks melainkan dari pemerintah pusatnya langsung berdasarkan ayat dan pasal pp nomor tahun besaran simpanan peserta tapera yang ditetapkan adalah dari gaji atau upah,neutral,
pada mimpi makan siang gratis dapatnya potongan gaji utk tapera hayoloooo,neutral,
tapera tambah penderitaan rakyat,negative,
tapera my asskebijakan paling ga masuk akal,negative,
bom saja toh yg buat aturan tapera nya krn tdk ada dalam undang undang negara hancur kann,negative,
feeling ini negara sedang punya rencana besar kayanya publik sengaja dikasih banyak isu kontroversial ukt tapera penyiaran dll biar bingung mirip analogi sembunyikan daun di hutan mungkin isu korupsi triliunan yang disembunyiin atau ikn ga ngerti,negative,
rezim yang begitu liat dan alot namun konyol bisa menjatuhkannya contohnya tapera ini,negative,
tapera oh tapera engkau muncul akibat pembodohan rakyat yang berhasil mentok di borderline,negative,
berarti tapera bukan sebuah solusi untuk punya bagi rakyat bubarkan,negative,
uu tapera kan dari pks,neutral,
keburu tua njing kalo gini dan katakanlah tahun lagi ada inflasi ya cmn kebeli batu bata sm batako doang fak tambah lagi yg gajinya dibawah jta berapa tahun tuh tapera,negative,
bisa aja luh pdip giliran kalah manipulasi dengerin suara rakyat lu kmn aja dlu tapera udh lama ada isunya bahkan pdip mendukung tapera,negative,
mau parpol pribadi pejabat apapun yg mau menjalankan tapera pakdemall buat yg nyeboki stfu,neutral,
yg satu iklan pajak satunya iklan tapera riweh,negative,
mensesneg pratikno pemerintah belum menentukan kelanjutan tapera sindo prime,neutral,
kan senior lu yang buat ada juga beberapa yg masih menjabat nah sebelum lu diganti ya revisi lah uu nya atau sekalian cabut aja uu nya gak fungsi tapera bpjs kesehatan,negative,
tapera segala zakat aja,negative,
tak prlu rumah brrt tak prlu tapera dong nabung biasa aja,negative,
rumah hasil tabungan tapera umr diy,neutral,
yg nyeboki tapera,neutral,
ada ngak ada kasus vina ada ngak ada tapera ada ngak ada kasus namanya jokowi emang dah niat curang dalam pilpres dan pilkada,negative,
ingat gaji utk komite dan komisioner tapera itu menghisap keringat dan darah buruh kecil buruh yg sdh sekarat terlilit pinjol gali lubang tutup lubang utk memenuhi kebutuhan hidup sehari hari,negative,
dan ini juga yang nanti akan terjadi dengan tapera,neutral,
lagi dari tapera,neutral,
biggest glow up gue adalah dari bahas brondong bahas urusan tapera anjggg,positive,
contoh tambahkan penderitaan rakyat tapera,neutral,
oknum bp tapera kami juga mau rubicon bro jadi bayar tepat waktu ya potongan nya,neutral,
tapera tahapan pemerasan rakyat,neutral,
itu nnt kan dikalikan jutaan buruh dan pns duitnya muter di bank berbunga buat gaji yg ngurusi tapera yg lainnya diembat sm pejabat,negative,
tapera apbn makan siang gratis,neutral,
kamu memang bodoh sejak lahir yang mengatur tabungan wajib pekerja dan pemberi kerja itu adalah pp yg ditetapkan presiden jokowi untuk menjalankan uu no tentang tapera ruu tapera itu dulu memang hak inisatif dpr,negative,
komite yang kerjanya cuma jam seminggu untuk tapera sisanya sebagai menteri,neutral,
anying tak lagi kena tapera perbulan bisa dapet pizza limo,neutral,
apa bedanya kentang sama nanas dan kenapa gaji pekerja dipotong untuk tapera,neutral,
trkecoh tapera ma lolos,neutral,
betul sm soal tapera,positive,
maslahnya di ngra demokrasi suara mayoritas nentuin nasib semua org kalo suara mayoritas dodol ya kebijakan dodol juga liat skrng tapera ukt mahal yang kena semua,negative,
iya anjir aku juga sebel banget sm yang soal tapera bangst itu mmf kasar tp beneran kesel,negative,
gw pengin tau tanggapan pribadi lu tentang tapera ukt lu sebagai warga negara indonesia lu sebagai politisi indonesia,neutral,
namun ada sanksi jika perusahaan ga mendaftarkan pekerja dan ga memungut iuran tapera untuk pekerja jadi tetap aja nya diwajibkan hanya saja menarik untuk membahas bagaimana nanti penegakan sanksi di lapangan thd perusahaan yang ga memungut dan menyetor iuran tapera,negative,
tapera tampang pengkhianat rakyat,negative,
prof ijin bertanya apa rakyat bisa menggugat pemerintah yang sedang berkuasa karena zalim dengan tingginya korupsi dan seenaknya membuat pp semacam tapera,negative,
persoalan utama itu negara gak mampu dalam beberapa hal terkait tapera ya dalam pemenuhan pembiayaan belanja negara pak prabowo kl mau ngangkat lagi kebocoran negara yg dulu ini saatnya berdoa diberi umur panjang jangan smp beralih ke wapres hmmmmm,negative,
saham property akan kah terdongkrak dengan adanya tapera ctra smra lpck dmas bsde,neutral,
hari ini seorang teman cerita almarhum bapaknya adalah asn yg tahun mengabdi dari tapera mendapat juta sekian kalau niatnya memang untuk mendapat rumah uang itu tentu nggak cukup mustahil hari gini dapat rumah juta,positive,
memang kebanyakan para pemikir negeri adanya di platform ini apa om berharap tiktokers mau bikin konten kritis nan faedah seperti kritik ukt atau tapera,negative,
anda tau uu tapera trsebut di buat knp tdk di realisasikan pd saat pembuatannya knp hrus mnunggu saat ini dmn kryawan sdh di bebani potongan,negative,
tapera tabungan perumahan atiny rumahnya,neutral,
bamsoet berpendapat pemerintah harus segera mengkaji rencana kebijakan pemotongan gaji untuk tapera ini lebih baik lagi kata dia pemerintah menunda rencana tersebut,neutral,
mau ambil kpr musti ikut tapera minimal setahun say no more,neutral,
lebih baik selesaikan kasus korupsi timah tapera ini hanya akan jd sasaran korupsi seperti dana jiwasraya dan asabri hadeeew,negative,
feel you kak setiap baca berita di hp bikin anxious karna banyak berita duka tentang genocide kriminal korupsi nepotisme kebijakan tapera dll bahkan baca headline news doang aja udah cape banget all these things that happen really drained my energy,negative,
butuh berapa tahun buat lu dapaten rumah dari hasil tapera yg ada lu keburu mati,negative,
tapera tulung umr semarang rausa dimeluke goblokmu duit nyandak tekan ndi wkwk,negative,
nanti ada berita kasus korupsi dana tapera sebesar milyar dengan tersangka,neutral,
apalah apalah inii tapera all want is nikah sm mas mas pengusaha yg mentally financially stable,negative,
undang undang tapera tidak harus dieksekusi oleh presiden joko widodo tapera bisa dieksekusi jika keadaannya mendukung ekonomi rakyat masih lemah harga kebutuhan pokok rakyat mahal harga bbm harga listrik pln harga gas elpiji semuanya mahal pajak bumi dan bangunan naik,negative,
ya allah udah tapera trs kasus pembabatans hutan di papua ya allah lindungi negeri ini dari tamak,negative,
tapera tapera apaan tapetol muka lu kek kontol dpr islandia makin gilak asu,negative,
iya sampai cawapres prof mmd juga mengira tabungan itu adalah untuk cicilan rumah ya allah pada dasarnya dulu sy setuju gagasan tapera ini dgn ruh membantu pekerja yg secara keuangan sulit akan memiliki rumah tapi saat muncul adanya bunga dlm pembiayaan,positive,
lagi shock bang nenangin diri iuran tapera,negative,
apa pula ini setelah tapera gas melon isi nya ga sesuai lalu ini lagi,negative,
gaji gue sekecil itu harus berkelahi dengan tapera gak sudi cuy orang sedekah aja pemerintah nih dzolim banget ancurnya gimana yaa nanti,negative,
taun lg pasti ada berita koruptor nilep duit tapera wkwkwk ogaaahhhh,negative,
awal mula tapera,neutral,
jika tak perlu rumah kenapa wajib dipotong tapera mbah,neutral,
pertanyaan gw mekanisme beli rumahnya bgmn beli rumah apa dan dmn ditentukan ga cairinnya bgmn kalo uda punya rumah gmn duitnya berbunga ga yg byr pengelola tapera siapa duitnya disimpan kemana sblm rumah kebeli orgnya mati duitnya gmn,negative,
tapera tambah penderitaan rakyat,negative,
tabanas tuh keknya pak suhar deh kan mentri ekonomnya bokap wowo di kacamata ekonomikunsi kaga masalah si tapera tapera ini kalo alesanya tuh jujur aja soalnya keknya pemerintah mendatang tuh jatuhnya mencapai cita cita yang belum terwujud dari pak sumitronya contoh free food,positive,
tapera apalah bangsatttt,negative,
digeser mulu nih fokus kritikannya prabowo dapet itu ada bantuan suara dari rezim skrg siapa wakilnya aja udah menjawab mereka mengusung keberlanjutan tekadnya bulat buat meneruskan terus anda masih bisa membayangkan prabowo nyabut ruu polri tni ama tapera gitu,negative,
betul prof sangat tdk setuju dengan program tapera yg menambah wajib bagi pekerja,negative,
